Date,AAPL,AMZN,GOOGL,MSFT,TSLA,NVDA,META
6/2/2025,$201.70 ,$206.65 ,$169.03 ,$461.97 ,$342.69 ,$137.38 ,$670.90 
5/30/2025,$200.85 ,$205.01 ,$171.74 ,$460.36 ,$346.46 ,$135.13 ,$647.49 
5/29/2025,$199.95 ,$205.70 ,$171.86 ,$458.68 ,$358.43 ,$139.19 ,$645.05 
5/28/2025,$200.42 ,$204.72 ,$172.36 ,$457.36 ,$356.90 ,$134.81 ,$643.58 
5/27/2025,$200.21 ,$206.02 ,$172.90 ,$460.69 ,$362.89 ,$135.50 ,$642.32 
5/23/2025,$195.27 ,$200.99 ,$168.47 ,$450.18 ,$339.34 ,$131.29 ,$627.06 
5/22/2025,$201.36 ,$203.10 ,$170.87 ,$454.86 ,$341.04 ,$132.83 ,$636.57 
5/21/2025,$202.09 ,$201.12 ,$168.56 ,$452.57 ,$334.62 ,$131.80 ,$635.50 
5/20/2025,$206.86 ,$204.07 ,$163.98 ,$458.17 ,$343.82 ,$134.38 ,$637.10 
5/19/2025,$208.78 ,$206.16 ,$166.54 ,$458.87 ,$342.09 ,$135.57 ,$640.43 
5/16/2025,$211.26 ,$205.59 ,$166.19 ,$454.27 ,$349.98 ,$135.40 ,$640.34 
5/15/2025,$211.45 ,$205.17 ,$163.96 ,$453.13 ,$342.82 ,$134.83 ,$643.88 
5/14/2025,$212.33 ,$210.25 ,$165.37 ,$452.94 ,$347.68 ,$135.34 ,$659.36 
5/13/2025,$212.93 ,$211.37 ,$159.53 ,$449.14 ,$334.07 ,$129.93 ,$656.03 
5/12/2025,$210.79 ,$208.64 ,$158.46 ,$449.26 ,$318.38 ,$123.00 ,$639.43 
5/9/2025,$198.53 ,$193.06 ,$152.75 ,$438.73 ,$298.26 ,$116.65 ,$592.49 
5/8/2025,$197.49 ,$192.08 ,$154.28 ,$438.17 ,$284.82 ,$117.37 ,$598.01 
5/7/2025,$196.25 ,$188.71 ,$151.38 ,$433.35 ,$276.22 ,$117.06 ,$596.81 
5/6/2025,$198.51 ,$185.01 ,$163.23 ,$433.31 ,$275.35 ,$113.54 ,$587.31 
5/5/2025,$198.89 ,$186.35 ,$164.21 ,$436.17 ,$280.26 ,$113.82 ,$599.27 
5/2/2025,$205.35 ,$189.98 ,$164.03 ,$435.28 ,$287.21 ,$114.50 ,$597.02 
5/1/2025,$213.32 ,$190.20 ,$161.30 ,$425.40 ,$280.52 ,$111.61 ,$572.21 
4/30/2025,$212.50 ,$184.42 ,$158.80 ,$395.26 ,$282.16 ,$108.92 ,$549.00 
4/29/2025,$211.21 ,$187.39 ,$160.16 ,$394.04 ,$292.03 ,$109.02 ,$554.44 
4/28/2025,$210.14 ,$187.70 ,$160.61 ,$391.16 ,$285.88 ,$108.73 ,$549.74 
4/25/2025,$209.28 ,$188.99 ,$161.96 ,$391.85 ,$284.95 ,$111.01 ,$547.27 
4/24/2025,$208.37 ,$186.54 ,$159.28 ,$387.30 ,$259.51 ,$106.43 ,$533.15 
4/23/2025,$204.60 ,$180.60 ,$155.35 ,$374.39 ,$250.74 ,$102.71 ,$520.27 
4/22/2025,$199.74 ,$173.18 ,$151.47 ,$366.82 ,$237.97 ,$98.89 ,$500.28 
4/21/2025,$193.16 ,$167.32 ,$147.67 ,$359.12 ,$227.50 ,$96.91 ,$484.66 
4/17/2025,$196.98 ,$172.61 ,$151.16 ,$367.78 ,$241.37 ,$101.49 ,$501.48 
4/16/2025,$194.27 ,$174.33 ,$153.33 ,$371.61 ,$241.55 ,$104.49 ,$502.31 
4/15/2025,$202.14 ,$179.59 ,$156.31 ,$385.73 ,$254.11 ,$112.20 ,$521.52 
4/14/2025,$202.52 ,$182.12 ,$159.07 ,$387.81 ,$252.35 ,$110.71 ,$531.48 
4/11/2025,$198.15 ,$184.87 ,$157.14 ,$388.45 ,$252.31 ,$110.93 ,$543.57 
4/10/2025,$190.42 ,$181.22 ,$152.82 ,$381.35 ,$252.40 ,$107.57 ,$546.29 
4/9/2025,$198.85 ,$191.10 ,$158.71 ,$390.49 ,$272.20 ,$114.33 ,$585.77 
4/8/2025,$172.42 ,$170.66 ,$144.70 ,$354.56 ,$221.86 ,$96.30 ,$510.45 
4/7/2025,$181.46 ,$175.26 ,$146.75 ,$357.86 ,$233.29 ,$97.64 ,$516.25 
4/4/2025,$188.38 ,$171.00 ,$145.60 ,$359.84 ,$239.43 ,$94.31 ,$504.73 
4/3/2025,$203.19 ,$178.41 ,$150.72 ,$373.11 ,$267.28 ,$101.80 ,$531.62 
4/2/2025,$223.89 ,$196.01 ,$157.04 ,$382.14 ,$282.76 ,$110.42 ,$583.93 
4/1/2025,$223.19 ,$192.17 ,$157.07 ,$382.19 ,$268.46 ,$110.15 ,$586.00 
3/31/2025,$222.13 ,$190.26 ,$154.64 ,$375.39 ,$259.16 ,$108.38 ,$576.36 
3/28/2025,$217.90 ,$192.72 ,$154.33 ,$378.80 ,$263.55 ,$109.67 ,$576.74 
3/27/2025,$223.85 ,$201.36 ,$162.24 ,$390.58 ,$273.13 ,$111.43 ,$602.58 
3/26/2025,$221.53 ,$201.13 ,$165.06 ,$389.97 ,$272.06 ,$113.76 ,$610.98 
3/25/2025,$223.75 ,$205.71 ,$170.56 ,$395.16 ,$288.14 ,$120.69 ,$626.31 
3/24/2025,$220.73 ,$203.26 ,$167.68 ,$393.08 ,$278.39 ,$121.41 ,$618.85 
3/21/2025,$218.27 ,$196.21 ,$163.99 ,$391.26 ,$248.71 ,$117.70 ,$596.25 
3/20/2025,$214.10 ,$194.95 ,$162.80 ,$386.84 ,$236.26 ,$118.53 ,$586.00 
3/19/2025,$215.24 ,$195.54 ,$163.89 ,$387.82 ,$235.86 ,$117.52 ,$584.06 
3/18/2025,$212.69 ,$192.82 ,$160.67 ,$383.52 ,$225.31 ,$115.43 ,$582.36 
3/17/2025,$214.00 ,$195.74 ,$164.29 ,$388.70 ,$238.01 ,$119.53 ,$604.90 
3/14/2025,$213.49 ,$197.95 ,$165.49 ,$388.56 ,$249.98 ,$121.67 ,$607.60 
3/13/2025,$209.68 ,$193.89 ,$162.76 ,$378.77 ,$240.68 ,$115.58 ,$590.64 
3/12/2025,$216.98 ,$198.89 ,$167.11 ,$383.27 ,$248.09 ,$115.74 ,$619.56 
3/11/2025,$220.84 ,$196.59 ,$164.04 ,$380.45 ,$230.58 ,$108.76 ,$605.71 
3/10/2025,$227.48 ,$194.54 ,$165.87 ,$380.16 ,$222.15 ,$106.98 ,$597.99 
3/7/2025,$239.07 ,$199.25 ,$173.86 ,$393.31 ,$262.67 ,$112.69 ,$625.66 
3/6/2025,$235.33 ,$200.70 ,$172.35 ,$396.89 ,$263.45 ,$110.57 ,$627.93 
3/5/2025,$235.74 ,$208.36 ,$173.02 ,$401.02 ,$279.10 ,$117.30 ,$656.47 
3/4/2025,$235.93 ,$203.80 ,$170.92 ,$388.61 ,$272.04 ,$115.99 ,$640.00 
3/3/2025,$238.03 ,$205.02 ,$167.01 ,$388.49 ,$284.65 ,$114.06 ,$655.05 
2/28/2025,$241.84 ,$212.28 ,$170.28 ,$396.99 ,$292.98 ,$124.92 ,$668.20 
2/27/2025,$237.30 ,$208.74 ,$168.50 ,$392.53 ,$281.95 ,$120.15 ,$658.24 
2/26/2025,$240.36 ,$214.35 ,$172.73 ,$399.73 ,$290.80 ,$131.28 ,$673.70 
2/25/2025,$247.04 ,$212.80 ,$175.42 ,$397.90 ,$302.80 ,$126.63 ,$657.50 
2/24/2025,$247.10 ,$212.71 ,$179.25 ,$404.00 ,$330.53 ,$130.28 ,$668.13 
2/21/2025,$245.55 ,$216.58 ,$179.66 ,$408.21 ,$337.80 ,$134.43 ,$683.55 
2/20/2025,$245.83 ,$222.88 ,$184.56 ,$416.13 ,$354.40 ,$140.11 ,$694.84 
2/19/2025,$244.87 ,$226.63 ,$185.27 ,$414.77 ,$360.56 ,$139.23 ,$703.77 
2/18/2025,$244.47 ,$226.65 ,$183.77 ,$409.64 ,$354.11 ,$139.40 ,$716.37 
2/14/2025,$244.60 ,$228.68 ,$185.23 ,$408.43 ,$355.84 ,$138.85 ,$736.67 
2/13/2025,$241.53 ,$230.37 ,$186.14 ,$410.54 ,$355.94 ,$135.29 ,$728.56 
2/12/2025,$236.87 ,$228.93 ,$183.61 ,$409.04 ,$336.51 ,$131.14 ,$725.38 
2/11/2025,$232.62 ,$232.76 ,$185.32 ,$411.44 ,$328.50 ,$132.80 ,$719.80 
2/10/2025,$227.65 ,$233.14 ,$186.47 ,$412.22 ,$350.73 ,$133.57 ,$717.40 
2/7/2025,$227.63 ,$229.15 ,$185.34 ,$409.75 ,$361.62 ,$129.84 ,$714.52 
2/6/2025,$233.22 ,$238.83 ,$191.60 ,$415.82 ,$374.32 ,$128.68 ,$711.99 
2/5/2025,$232.47 ,$236.17 ,$191.33 ,$413.29 ,$378.17 ,$124.83 ,$704.87 
2/4/2025,$232.80 ,$242.06 ,$206.38 ,$412.37 ,$392.21 ,$118.65 ,$704.19 
2/3/2025,$228.01 ,$237.42 ,$201.23 ,$410.92 ,$383.68 ,$116.66 ,$697.46 
1/31/2025,$236.00 ,$237.68 ,$204.02 ,$415.06 ,$404.60 ,$120.07 ,$689.18 
1/30/2025,$237.59 ,$234.64 ,$200.87 ,$414.99 ,$400.28 ,$124.65 ,$687.00 
1/29/2025,$239.36 ,$237.07 ,$195.41 ,$442.33 ,$389.10 ,$123.70 ,$676.49 
1/28/2025,$238.26 ,$238.15 ,$195.30 ,$447.20 ,$398.09 ,$128.99 ,$674.33 
1/27/2025,$229.86 ,$235.42 ,$191.81 ,$434.56 ,$397.15 ,$118.42 ,$659.88 
1/24/2025,$222.78 ,$234.85 ,$200.21 ,$444.06 ,$406.58 ,$142.62 ,$647.49 
1/23/2025,$223.66 ,$235.42 ,$197.98 ,$446.71 ,$412.38 ,$147.22 ,$636.45 
1/22/2025,$223.83 ,$235.01 ,$198.37 ,$446.20 ,$415.11 ,$147.07 ,$623.50 
1/21/2025,$222.64 ,$230.71 ,$198.05 ,$428.50 ,$424.07 ,$140.83 ,$616.46 
1/17/2025,$229.98 ,$225.94 ,$196.00 ,$429.03 ,$426.50 ,$137.71 ,$612.77 
1/16/2025,$228.26 ,$220.66 ,$192.91 ,$424.58 ,$413.82 ,$133.57 ,$611.30 
1/15/2025,$237.87 ,$223.35 ,$195.55 ,$426.31 ,$428.22 ,$136.24 ,$617.12 
1/14/2025,$233.28 ,$217.76 ,$189.66 ,$415.67 ,$396.36 ,$131.76 ,$594.25 
1/13/2025,$234.40 ,$218.46 ,$191.01 ,$417.19 ,$403.31 ,$133.23 ,$608.33 
1/10/2025,$236.85 ,$218.94 ,$192.04 ,$418.95 ,$394.74 ,$135.91 ,$615.86 
1/8/2025,$242.70 ,$222.13 ,$193.95 ,$424.56 ,$394.94 ,$140.11 ,$610.72 
1/7/2025,$242.21 ,$222.11 ,$195.49 ,$422.37 ,$394.36 ,$140.14 ,$617.89 
1/6/2025,$245.00 ,$227.61 ,$196.87 ,$427.85 ,$411.05 ,$149.43 ,$630.20 
1/3/2025,$243.36 ,$224.19 ,$191.79 ,$423.35 ,$410.44 ,$144.47 ,$604.63 
1/2/2025,$243.85 ,$220.22 ,$189.43 ,$418.58 ,$379.28 ,$138.31 ,$599.24 
12/31/2024,$250.42 ,$219.39 ,$189.30 ,$421.50 ,$403.84 ,$134.29 ,$585.51 
12/30/2024,$252.20 ,$221.30 ,$191.24 ,$424.83 ,$417.41 ,$137.49 ,$591.24 
12/27/2024,$255.59 ,$223.75 ,$192.76 ,$430.53 ,$431.66 ,$137.01 ,$599.81 
12/26/2024,$259.02 ,$227.05 ,$195.60 ,$438.11 ,$454.13 ,$139.93 ,$603.35 
12/24/2024,$258.20 ,$229.05 ,$196.11 ,$439.33 ,$462.28 ,$140.22 ,$607.75 
12/23/2024,$255.27 ,$225.06 ,$194.63 ,$435.25 ,$430.60 ,$139.67 ,$599.85 
12/20/2024,$254.49 ,$224.92 ,$191.41 ,$436.60 ,$421.06 ,$134.70 ,$585.25 
12/19/2024,$249.79 ,$223.29 ,$188.51 ,$437.03 ,$436.17 ,$130.68 ,$595.57 
12/18/2024,$248.05 ,$220.52 ,$188.40 ,$437.39 ,$440.13 ,$128.91 ,$597.19 
12/17/2024,$253.48 ,$231.15 ,$195.42 ,$454.46 ,$479.86 ,$130.39 ,$619.44 
12/16/2024,$251.04 ,$232.93 ,$196.66 ,$451.59 ,$463.02 ,$132.00 ,$624.24 
12/13/2024,$248.13 ,$227.46 ,$189.82 ,$447.27 ,$436.23 ,$134.25 ,$620.35 
12/12/2024,$247.96 ,$228.97 ,$191.96 ,$449.56 ,$418.10 ,$137.34 ,$630.79 
12/11/2024,$246.49 ,$230.26 ,$195.40 ,$448.99 ,$424.77 ,$139.31 ,$632.68 
12/10/2024,$247.77 ,$225.04 ,$185.17 ,$443.33 ,$400.99 ,$135.07 ,$619.32 
12/9/2024,$246.75 ,$226.09 ,$175.37 ,$446.02 ,$389.79 ,$138.81 ,$613.57 
12/6/2024,$242.84 ,$227.03 ,$174.71 ,$443.57 ,$389.22 ,$142.44 ,$623.77 
12/5/2024,$243.04 ,$220.55 ,$172.64 ,$442.62 ,$369.49 ,$145.06 ,$608.93 
12/4/2024,$243.01 ,$218.16 ,$174.37 ,$437.42 ,$357.93 ,$145.14 ,$613.78 
12/3/2024,$242.65 ,$213.44 ,$171.34 ,$431.20 ,$351.42 ,$140.26 ,$613.65 
12/2/2024,$239.59 ,$210.71 ,$171.49 ,$430.98 ,$357.09 ,$138.63 ,$592.83 
11/29/2024,$237.33 ,$207.89 ,$168.95 ,$423.46 ,$345.16 ,$138.25 ,$574.32 
11/27/2024,$234.93 ,$205.74 ,$169.23 ,$422.99 ,$332.89 ,$135.34 ,$569.20 
11/26/2024,$235.06 ,$207.86 ,$169.12 ,$427.99 ,$338.23 ,$136.92 ,$573.54 
11/25/2024,$232.87 ,$201.45 ,$167.65 ,$418.79 ,$338.59 ,$136.02 ,$565.11 
11/22/2024,$229.87 ,$197.12 ,$164.76 ,$417.00 ,$352.56 ,$141.95 ,$559.14 
11/21/2024,$228.52 ,$198.38 ,$167.63 ,$412.87 ,$339.64 ,$146.67 ,$563.09 
11/20/2024,$229.00 ,$202.88 ,$175.98 ,$415.49 ,$342.03 ,$145.89 ,$565.52 
11/19/2024,$228.28 ,$204.61 ,$178.12 ,$417.79 ,$346.00 ,$147.01 ,$561.09 
11/18/2024,$228.02 ,$201.70 ,$175.30 ,$415.76 ,$338.74 ,$140.15 ,$554.40 
11/15/2024,$225.00 ,$202.61 ,$172.49 ,$415.00 ,$320.72 ,$141.98 ,$554.08 
11/14/2024,$228.22 ,$211.48 ,$175.58 ,$426.89 ,$311.18 ,$146.76 ,$577.16 
11/13/2024,$225.12 ,$214.10 ,$178.88 ,$425.20 ,$330.24 ,$146.27 ,$580.00 
11/12/2024,$224.23 ,$208.91 ,$181.62 ,$423.03 ,$328.49 ,$148.29 ,$584.82 
11/11/2024,$224.23 ,$206.84 ,$180.35 ,$418.01 ,$350.00 ,$145.26 ,$583.17 
11/8/2024,$226.96 ,$208.18 ,$178.35 ,$422.54 ,$321.22 ,$147.63 ,$589.34 
11/7/2024,$227.48 ,$210.05 ,$180.75 ,$425.43 ,$296.91 ,$148.88 ,$591.70 
11/6/2024,$222.72 ,$207.09 ,$176.51 ,$420.18 ,$288.53 ,$145.61 ,$572.05 
11/5/2024,$223.45 ,$199.50 ,$169.74 ,$411.46 ,$251.44 ,$139.91 ,$572.43 
11/4/2024,$222.01 ,$195.78 ,$169.24 ,$408.46 ,$242.84 ,$136.05 ,$560.68 
11/1/2024,$222.91 ,$197.93 ,$171.29 ,$410.37 ,$248.98 ,$135.40 ,$567.16 
10/31/2024,$225.91 ,$186.40 ,$171.11 ,$406.35 ,$249.85 ,$132.76 ,$567.58 
10/30/2024,$230.10 ,$192.73 ,$174.46 ,$432.53 ,$257.55 ,$139.34 ,$591.80 
10/29/2024,$233.67 ,$190.83 ,$169.68 ,$431.95 ,$259.52 ,$141.25 ,$593.28 
10/28/2024,$233.40 ,$188.39 ,$166.72 ,$426.59 ,$262.51 ,$140.52 ,$578.16 
10/25/2024,$231.41 ,$187.83 ,$165.27 ,$428.15 ,$269.19 ,$141.54 ,$573.25 
10/24/2024,$230.57 ,$186.38 ,$162.72 ,$424.73 ,$260.48 ,$140.41 ,$567.78 
10/23/2024,$230.76 ,$184.71 ,$162.78 ,$424.60 ,$213.65 ,$139.56 ,$563.69 
10/22/2024,$235.86 ,$189.70 ,$165.14 ,$427.51 ,$217.97 ,$143.59 ,$582.01 
10/21/2024,$236.48 ,$189.07 ,$164.07 ,$418.78 ,$218.85 ,$143.71 ,$575.16 
10/18/2024,$235.00 ,$188.99 ,$163.42 ,$418.16 ,$220.70 ,$138.00 ,$576.47 
10/17/2024,$232.15 ,$187.53 ,$162.93 ,$416.72 ,$220.89 ,$136.93 ,$576.93 
10/16/2024,$231.78 ,$186.89 ,$165.16 ,$416.12 ,$221.33 ,$135.72 ,$576.79 
10/15/2024,$233.85 ,$187.69 ,$165.46 ,$418.74 ,$219.57 ,$131.60 ,$586.27 
10/14/2024,$231.30 ,$187.54 ,$164.96 ,$419.14 ,$219.16 ,$138.07 ,$590.42 
10/11/2024,$227.55 ,$188.82 ,$163.24 ,$416.32 ,$217.80 ,$134.80 ,$589.95 
10/10/2024,$229.04 ,$186.65 ,$162.08 ,$415.84 ,$238.77 ,$134.81 ,$583.83 
10/9/2024,$229.54 ,$185.17 ,$161.86 ,$417.46 ,$241.05 ,$132.65 ,$590.51 
10/8/2024,$225.77 ,$182.72 ,$164.38 ,$414.71 ,$244.50 ,$132.89 ,$592.89 
10/7/2024,$221.69 ,$180.80 ,$162.98 ,$409.54 ,$240.83 ,$127.72 ,$584.78 
10/4/2024,$226.80 ,$186.51 ,$167.06 ,$416.06 ,$250.08 ,$124.92 ,$595.94 
10/3/2024,$225.67 ,$181.96 ,$165.86 ,$416.54 ,$240.66 ,$122.85 ,$582.77 
10/2/2024,$226.78 ,$184.76 ,$165.86 ,$417.13 ,$249.02 ,$118.85 ,$572.81 
10/1/2024,$226.21 ,$185.13 ,$166.99 ,$420.69 ,$258.02 ,$117.00 ,$576.47 
9/30/2024,$233.00 ,$186.33 ,$165.85 ,$430.30 ,$261.63 ,$121.44 ,$572.44 
9/27/2024,$227.79 ,$187.97 ,$163.95 ,$428.02 ,$260.46 ,$121.40 ,$567.36 
9/26/2024,$227.52 ,$191.16 ,$162.73 ,$431.31 ,$254.22 ,$124.04 ,$567.84 
9/25/2024,$226.37 ,$192.53 ,$161.49 ,$432.11 ,$257.02 ,$123.51 ,$568.31 
9/24/2024,$227.37 ,$193.96 ,$162.29 ,$429.17 ,$254.27 ,$120.87 ,$563.33 
9/23/2024,$226.47 ,$193.88 ,$161.85 ,$433.51 ,$250.00 ,$116.26 ,$564.41 
9/20/2024,$228.20 ,$191.60 ,$163.59 ,$435.27 ,$238.25 ,$116.00 ,$561.35 
9/19/2024,$228.87 ,$189.87 ,$162.14 ,$438.69 ,$243.92 ,$117.87 ,$559.10 
9/18/2024,$220.69 ,$186.43 ,$159.81 ,$430.81 ,$227.20 ,$113.37 ,$537.95 
9/17/2024,$216.79 ,$186.88 ,$159.32 ,$435.15 ,$227.87 ,$115.59 ,$536.32 
9/16/2024,$216.32 ,$184.89 ,$158.06 ,$431.34 ,$226.78 ,$116.78 ,$533.28 
9/13/2024,$222.50 ,$186.49 ,$157.46 ,$430.59 ,$230.29 ,$119.10 ,$524.62 
9/12/2024,$222.77 ,$187.00 ,$154.69 ,$427.00 ,$229.81 ,$119.14 ,$525.60 
9/11/2024,$222.66 ,$184.52 ,$151.16 ,$423.04 ,$228.13 ,$116.91 ,$511.83 
9/10/2024,$220.11 ,$179.55 ,$148.66 ,$414.20 ,$226.17 ,$108.10 ,$504.79 
9/9/2024,$220.91 ,$175.40 ,$148.71 ,$405.72 ,$216.27 ,$106.47 ,$504.79 
9/6/2024,$220.82 ,$171.39 ,$150.92 ,$401.70 ,$210.73 ,$102.83 ,$500.27 
9/5/2024,$222.38 ,$177.89 ,$157.24 ,$408.39 ,$230.17 ,$107.21 ,$516.86 
9/4/2024,$220.85 ,$173.33 ,$156.45 ,$408.90 ,$219.41 ,$106.21 ,$512.74 
9/3/2024,$222.77 ,$176.25 ,$157.36 ,$409.44 ,$210.60 ,$108.00 ,$511.76 
8/30/2024,$229.00 ,$178.50 ,$163.38 ,$417.14 ,$214.11 ,$119.37 ,$521.31 
8/29/2024,$229.79 ,$172.12 ,$161.78 ,$413.12 ,$206.28 ,$117.59 ,$518.22 
8/28/2024,$226.49 ,$170.80 ,$162.85 ,$410.60 ,$205.75 ,$125.61 ,$516.78 
8/27/2024,$228.03 ,$173.12 ,$164.68 ,$413.84 ,$209.21 ,$128.30 ,$519.10 
8/26/2024,$227.18 ,$175.50 ,$166.16 ,$413.49 ,$213.21 ,$126.46 ,$521.12 
8/23/2024,$226.84 ,$177.04 ,$165.62 ,$416.79 ,$220.32 ,$129.37 ,$528.00 
8/22/2024,$224.53 ,$176.13 ,$163.80 ,$415.55 ,$210.66 ,$123.74 ,$531.93 
8/21/2024,$226.40 ,$180.11 ,$165.85 ,$424.14 ,$223.27 ,$128.50 ,$535.16 
8/20/2024,$226.51 ,$178.88 ,$167.18 ,$424.80 ,$221.10 ,$127.25 ,$526.73 
8/19/2024,$225.89 ,$178.22 ,$166.67 ,$421.53 ,$222.72 ,$130.00 ,$529.28 
8/16/2024,$226.05 ,$177.06 ,$162.96 ,$418.47 ,$216.12 ,$124.58 ,$527.42 
8/15/2024,$224.72 ,$177.59 ,$161.30 ,$421.03 ,$214.14 ,$122.86 ,$537.33 
8/14/2024,$221.72 ,$170.10 ,$160.37 ,$416.86 ,$201.38 ,$118.08 ,$526.76 
8/13/2024,$221.27 ,$170.23 ,$164.16 ,$414.01 ,$207.83 ,$116.14 ,$528.54 
8/12/2024,$217.53 ,$166.80 ,$162.29 ,$406.81 ,$197.49 ,$109.02 ,$515.95 
8/9/2024,$216.24 ,$166.94 ,$163.67 ,$406.02 ,$200.00 ,$104.75 ,$517.77 
8/8/2024,$213.31 ,$165.80 ,$162.03 ,$402.69 ,$198.84 ,$104.97 ,$509.63 
8/7/2024,$209.82 ,$162.77 ,$158.94 ,$398.43 ,$191.76 ,$98.91 ,$488.92 
